Temp [deg C],X_accel [g],Y_accel [g],Z_accel [g]
22.237569,-0.914888,0.051680,0.074385
22.348066,-0.914660,0.053694,0.076950
22.127072,-0.913539,0.057570,0.078831
22.348066,-0.917016,0.056031,0.076798
22.237569,-0.914869,0.050293,0.076532
22.237569,-0.917605,0.059261,0.077140
22.237569,-0.911753,0.056392,0.078926
22.458564,-0.932881,0.062225,0.077425
22.348066,-0.921633,0.062377,0.076361
22.127072,-0.923210,0.059337,0.074841
22.348066,-0.912608,0.052003,0.078793
22.348066,-0.912817,0.053295,0.075069
22.237569,-0.911506,0.055005,0.074936
22.348066,-0.915705,0.054340,0.075544
22.348066,-0.914641,0.054682,0.079401
22.237569,-0.916503,0.057513,0.077083
22.237569,-0.918156,0.052839,0.076893
22.237569,-0.917567,0.052725,0.079534
22.348066,-0.916674,0.055746,0.078964
22.237569,-0.912171,0.053428,0.075449
22.237569,-0.917491,0.052345,0.076589
22.237569,-0.912361,0.052250,0.078318
22.127072,-0.915154,0.055765,0.077938
22.016575,-0.907459,0.056392,0.076760
22.348066,-0.913235,0.055366,0.074613
22.237569,-0.918669,0.053808,0.079154
22.237569,-0.914508,0.055328,0.075449
22.348066,-0.914318,0.055765,0.074898
22.016575,-0.916503,0.057570,0.074480
22.237569,-0.912361,0.053789,0.076266
22.237569,-0.913311,0.058520,0.077083
22.348066,-0.913349,0.054549,0.075012
22.348066,-0.917301,0.057095,0.078698
22.237569,-0.918726,0.057228,0.075905
22.348066,-0.919277,0.056392,0.075449
22.348066,-0.911639,0.056202,0.079610
22.348066,-0.913900,0.051756,0.073549
22.458564,-0.913311,0.055860,0.077482
22.348066,-0.912057,0.054796,0.073796
22.237569,-0.912893,0.056658,0.074499
22.237569,-0.913995,0.054986,0.078147
22.458564,-0.916541,0.056069,0.078451
22.237569,-0.913216,0.058007,0.076190
22.237569,-0.914546,0.055689,0.071744
22.237569,-0.914565,0.053960,0.077501
22.237569,-0.914166,0.054093,0.078242
22.348066,-0.913083,0.055936,0.079040
22.237569,-0.917605,0.057000,0.076266
22.237569,-0.922317,0.053447,0.077900
22.348066,-0.913672,0.055024,0.078109
22.237569,-0.915990,0.057646,0.076152
22.237569,-0.913292,0.054682,0.075525
22.348066,-0.913539,0.056943,0.074214
22.237569,-0.918061,0.055518,0.074176
22.348066,-0.911981,0.056734,0.078394
22.237569,-0.916180,0.056981,0.074518
22.348066,-0.918289,0.057551,0.079781
22.348066,-0.912437,0.053086,0.078242
22.348066,-0.913786,0.051832,0.077026
22.348066,-0.916959,0.055100,0.081168
22.348066,-0.914033,0.054929,0.076684
22.016575,-0.910879,0.055100,0.077862
22.237569,-0.919505,0.054093,0.077501
22.348066,-0.920949,0.055651,0.079230
22.127072,-0.909188,0.050464,0.076665
22.237569,-0.914280,0.057209,0.076532
22.348066,-0.915268,0.056829,0.073131
22.237569,-0.916465,0.055176,0.078698
22.127072,-0.915439,0.050350,0.079097
22.348066,-0.914128,0.050578,0.080237
22.348066,-0.910214,0.057076,0.076646
22.348066,-0.917966,0.056639,0.081586
22.237569,-0.914052,0.056107,0.078641
22.348066,-0.912247,0.051870,0.079648
22.127072,-0.918213,0.050882,0.076114
22.348066,-0.909967,0.057266,0.078850
22.237569,-0.912760,0.057494,0.075221
22.127072,-0.915591,0.055841,0.076665
22.348066,-0.911259,0.051699,0.075848
22.237569,-0.913311,0.004978,0.152836
22.237569,-0.914394,0.061142,0.063004
22.348066,-0.915458,0.055784,0.078888
22.348066,-0.922545,0.052250,0.073435
22.237569,-0.976923,0.035302,0.108699
22.348066,-1.008292,0.161177,0.227297
22.237569,-0.416898,0.160626,0.719511
22.237569,-0.350075,0.093499,1.163598
22.237569,-0.024795,0.056715,1.088491
22.237569,0.453910,0.033307,0.916655
22.458564,0.782610,0.070015,0.620103
22.237569,0.949943,0.019741,0.388436
22.127072,-0.371241,0.060667,0.090630
22.237569,0.991382,0.051642,0.050958
22.237569,0.997747,0.068457,0.086070
22.348066,0.925338,0.161367,-0.268926
22.237569,0.992104,0.067203,0.078660
22.237569,0.988893,0.105735,0.077672
22.016575,0.991458,0.071934,0.072903
22.237569,0.990774,0.073321,0.072960
22.127072,0.992009,0.070338,0.078432
22.237569,0.989843,0.070623,0.073568
22.348066,0.991325,0.069521,0.072903
22.458564,0.993605,0.067184,0.076551
22.237569,0.989843,0.065873,0.077007
22.348066,0.991534,0.070889,0.076190
22.348066,0.990033,0.069996,0.076342
22.348066,0.993168,0.067944,0.077938
22.127072,0.991971,0.071516,0.074746
22.348066,0.986974,0.067849,0.074708
22.237569,0.988361,0.070661,0.074841
22.348066,0.987734,0.067507,0.074898
22.127072,0.990375,0.072618,0.079211
22.237569,0.995980,0.069559,0.076912
22.237569,0.988836,0.072561,0.075430
22.348066,0.988722,0.067336,0.075677
22.348066,0.990850,0.070148,0.075335
22.348066,0.991610,0.071307,0.076266
22.237569,0.991268,0.070471,0.078014
22.127072,0.986822,0.073777,0.074404
22.127072,0.991819,0.070452,0.077672
22.348066,0.992674,0.067716,0.074651
22.348066,0.991078,0.067773,0.074917
22.237569,0.984998,0.071668,0.074499
22.348066,0.991287,0.067165,0.075430
22.348066,0.989672,0.069027,0.077995
22.127072,0.989995,0.068514,0.076874
22.237569,0.988304,0.072409,0.073454
22.569061,0.987145,0.069217,0.074898
22.348066,0.992427,0.064885,0.077653
22.016575,0.991040,0.069046,0.075278
22.237569,0.990280,0.072922,0.078242
22.237569,0.990907,0.070566,0.071934
22.237569,0.992541,0.070186,0.074024
22.237569,0.989786,0.071839,0.075088
22.348066,0.993947,0.071858,0.076361
22.127072,0.989121,0.070889,0.074347
22.237569,0.990432,0.067678,0.075620
22.127072,0.990356,0.073378,0.074632
22.458564,0.991306,0.072029,0.071212
22.237569,0.991230,0.072542,0.073530
22.348066,0.987145,0.068799,0.076741
22.237569,0.990185,0.072941,0.074404
22.348066,0.990147,0.069312,0.074043
22.237569,0.989748,0.068590,0.074822
22.458564,0.989444,0.065493,0.077406
22.348066,0.988323,0.069901,0.076570
22.348066,0.991230,0.072884,0.079724
22.348066,0.988342,0.070509,0.073074
22.237569,0.992085,0.069692,0.075430
22.237569,0.987886,0.068932,0.074328
22.348066,0.989729,0.068229,0.077615
22.237569,0.986841,0.069312,0.075867
22.348066,0.991344,0.067298,0.076228
22.348066,0.990660,0.073853,0.075430
22.016575,0.986955,0.073017,0.076095
22.348066,0.993719,0.070205,0.077976
22.348066,0.989748,0.068761,0.076133
22.348066,0.987696,0.069635,0.075031
22.348066,0.991420,0.067355,0.074043
22.348066,0.988969,0.068324,0.073625
22.348066,0.987829,0.068704,0.075107
22.237569,0.991344,0.071022,0.075430
22.016575,0.994156,0.067564,0.074005
22.348066,0.992085,0.071630,0.076608
22.237569,0.989444,0.071877,0.075240
22.237569,0.992180,0.072010,0.075981
22.127072,0.984865,0.070471,0.077672
22.127072,0.992541,0.073188,0.076969
22.237569,0.989235,0.066063,0.066823
22.348066,0.996968,0.065683,0.077805
22.348066,0.987012,0.070813,0.071687
22.348066,1.082943,-0.087457,0.117420
22.237569,1.201465,-0.219165,0.278768
22.237569,0.773604,-0.448723,0.437874
22.237569,0.430407,-0.533140,0.322107
22.127072,0.345458,-0.821826,0.460731
22.348066,0.216714,-0.799767,0.238925
22.348066,0.171836,-0.870979,0.209589
22.016575,0.104424,-1.289625,0.405935
22.348066,0.084493,-0.910347,0.060724
22.348066,0.053200,-0.913444,0.089110
22.348066,0.055499,-0.911905,0.091504
22.237569,0.052364,-0.910119,0.095266
22.237569,0.058235,-0.913463,0.087818
22.237569,0.052022,-0.912399,0.089471
22.348066,0.053067,-0.911202,0.089775
22.237569,0.050160,-0.910917,0.090212
22.348066,0.050578,-0.909967,0.089376
22.127072,0.052763,-0.914869,0.090763
22.237569,0.049476,-0.907307,0.095114
22.237569,0.050236,-0.907421,0.088293
22.237569,0.045543,-0.916617,0.084398
22.348066,0.048697,-0.912912,0.088711
22.348066,0.051604,-0.910727,0.091675
22.237569,0.048697,-0.908580,0.086146
22.237569,0.049704,-0.910784,0.087153
22.237569,0.048925,-0.915572,0.087267
22.237569,0.046493,-0.908238,0.088711
22.237569,0.046151,-0.918536,0.083163
22.237569,0.046341,-0.911886,0.081700
22.127072,0.046702,-0.910081,0.084664
22.348066,0.049153,-0.914242,0.085044
22.127072,0.045486,-0.913026,0.084550
22.348066,0.045353,-0.916693,0.086450
22.237569,0.052554,-0.909587,0.091409
22.348066,0.047329,-0.910575,0.089376
22.348066,0.046493,-0.918574,0.085785
22.348066,0.047462,-0.910480,0.087096
22.348066,0.048982,-0.910309,0.087305
22.237569,0.048051,-0.914736,0.088198
22.237569,0.054720,-0.906680,0.087685
22.127072,0.054796,-0.913729,0.090098
22.237569,0.050293,-0.913311,0.092055
22.237569,0.049666,-0.911126,0.084683
22.348066,0.047956,-0.913843,0.085044
22.127072,0.047215,-0.912722,0.090459
22.237569,0.045486,-0.914508,0.080085
22.348066,0.046854,-0.915401,0.087324
22.348066,0.048279,-0.909948,0.088369
22.237569,0.051072,-0.911088,0.088369
22.237569,0.048526,-0.912532,0.085253
22.127072,0.042256,-0.912874,0.083543
22.127072,0.050863,-0.910974,0.081738
22.237569,0.045315,-0.913520,0.087248
22.348066,0.055689,-0.908466,0.089148
22.237569,0.046664,-0.913045,0.088407
22.237569,0.050407,-0.912323,0.086526
22.348066,0.048697,-0.914033,0.089775
22.237569,0.052098,-0.912874,0.088217
22.237569,0.047899,-0.916028,0.086127
22.016575,0.045790,-0.913900,0.085557
22.237569,0.044840,-0.913634,0.089148
22.127072,0.050122,-0.910290,0.086583
22.237569,0.052630,-0.912095,0.087666
22.127072,0.051167,-0.913292,0.087875
22.237569,0.049343,-0.912969,0.089547
22.237569,0.049761,-0.913577,0.089357
22.237569,0.044897,-0.911734,0.087134
22.237569,0.046037,-0.909815,0.083353
22.348066,0.042351,-0.914850,0.085120
22.016575,0.042199,-0.909834,0.084702
22.348066,-0.061085,-0.946903,0.121448
22.237569,0.258153,-1.017545,0.181070
22.237569,0.257925,-0.770773,-0.100168
22.016575,0.698706,-0.818311,0.219811
22.127072,0.994118,-0.337041,-0.032832
22.348066,1.012909,0.115102,-0.312816
22.016575,0.857242,0.373046,-0.278046
22.237569,0.658369,0.576897,-0.235144
22.127072,0.695875,0.619153,-0.242307
22.237569,0.239590,0.622801,-0.315495
22.237569,0.193363,0.781242,-0.340461
22.348066,0.195244,0.744211,-0.158327
22.348066,0.217227,0.902462,-0.140885
22.348066,0.152285,1.013916,-0.076931
22.237569,0.178220,1.023473,-0.029146
22.348066,0.120612,0.979545,0.017575
22.127072,0.037867,1.020357,0.053618
22.237569,0.080921,0.957619,0.135261
22.237569,0.038228,0.997709,0.096406
22.127072,0.074613,0.996037,0.109098
22.237569,0.026448,1.004264,0.103474
22.348066,0.050065,1.000274,0.105906
22.348066,0.047215,1.005119,0.089509
22.348066,0.037525,0.998507,0.106096
22.016575,0.046398,1.011123,0.085120
22.237569,-0.071725,0.893323,0.389025
22.237569,0.013566,0.994973,0.121372
22.348066,0.026258,1.001680,0.104481
22.348066,0.042712,1.000293,0.096729
22.348066,0.043396,1.000426,0.107483
22.348066,0.035872,0.998260,0.108110
22.237569,0.042370,1.004492,0.098971
22.348066,0.036594,1.003181,0.098724
22.237569,0.026695,0.997310,0.103417
22.237569,0.028899,0.996702,0.106761
22.348066,0.032053,1.000407,0.105678
22.348066,0.035606,1.001338,0.099161
22.237569,0.031369,0.998849,0.112062
22.016575,0.034105,0.997766,0.102524
22.237569,0.032604,0.997747,0.104025
22.237569,0.043282,0.999419,0.113981
22.127072,0.035701,0.999837,0.101954
22.237569,0.046987,0.995201,0.117040
22.237569,0.046189,0.998830,0.108813
22.237569,0.036708,1.000939,0.095608
22.348066,0.037449,0.997614,0.117496
22.348066,0.035796,1.002858,0.106989
22.127072,0.045239,0.997937,0.098591
22.237569,0.040565,0.998925,0.107616
22.348066,0.041059,1.000274,0.105621
22.127072,0.038380,0.999932,0.107046
22.237569,0.046854,0.998659,0.107996
22.127072,0.035112,1.000825,0.115254
22.237569,0.042427,0.994992,0.115577
22.237569,0.047443,0.997215,0.096634
22.348066,0.037829,1.003390,0.103227
22.348066,0.037468,1.001870,0.106077
22.237569,0.048944,1.002269,0.099997
22.237569,0.043263,1.001490,0.102049
22.348066,0.051680,0.999837,0.107084
22.348066,0.048754,1.000407,0.105944
22.237569,0.051471,1.001566,0.095494
22.237569,0.041572,0.999628,0.104158
22.237569,0.040071,0.998849,0.112822
22.348066,0.048811,0.999552,0.105013
22.348066,0.055556,1.002003,0.105963
22.237569,0.050920,0.996588,0.104063
22.348066,0.047044,1.000008,0.104405
22.237569,0.056943,0.999210,0.103246
22.348066,0.043909,0.994479,0.106609
22.348066,0.048697,1.003048,0.105716
22.237569,0.043434,1.000863,0.101764
22.237569,0.059508,1.004568,0.104747
22.237569,0.049457,0.998526,0.107502
22.237569,0.066120,0.998336,0.104386
22.016575,0.058786,1.003960,0.101878
22.127072,0.049172,0.999913,0.098724
22.127072,0.049875,1.000293,0.106115
22.237569,0.061674,0.998412,0.105184
22.348066,0.064980,0.998108,0.111701
22.348066,0.054302,1.001110,0.103854
22.127072,0.052858,0.995144,0.119814
22.237569,0.020615,1.001224,0.107065
22.237569,-0.013832,0.995999,0.121410
22.348066,-0.039083,1.079409,0.102